ELAPSED_RUNTIME,DELETE_FLAG,AVG_START_TIME,AVG_RUNTIME,TIME_ZONE,PRIORITY,CYCLIC,MAX_RERUN,END_TIME,START_TIME,FROM_TIME,STATUS,STATE,ODATE,MEMNAME,JOB_NAME,ORDER_TABLE,ORDER_ID,JOB_ID,GROUP_NAME,SYSDATE,CTRLM_TABLE_NAME,JOBNAME,SCRIPT_NAME,DESCRIPTION,INTERFACE_NAME,CRITICAL_LONG_RUN_JOBS_FLAG,THRESHOLD_RUN_TIME,CRITICAL_NOT_STARTED_JOBS_FLAG,FROMTIME,THRESHOLD_START_TIME,EXCLUDE_JOBS_FLAG,RESTATMENT_RUN_TIME,RESTATMENT_START_TIME,FISCAL_YEAR_END_RUN_TIME,FISCAL_YEAR_END_START_TIME,ACTUAL_RUN_TIME,RUN_TIME_DIFF,NEW_THRESHOLD_START_TIME,START_TIME_DIFF,LATE_START,FAILED,LONG_RUN,NOT_STARTED,REGION,APPLICATION,JOB_TYPE,DM_WORK_GROUP
0,0,,0, ,AA,0,0, ,20190708043000,0430,Ended Not OK,Run (2) ,190708,sebl1011_export_user.bat,SEBLJ1011a,SEBLG407@-SIEBEL016,4cxsg, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ1011a,sebl1011_export_user.bat,Users export,Interface_1,N,60.0,N,0430, ,Y, , , , ,1902, , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, ,20190707043000,0430,Ended Not OK,Run (2) ,190707,sebl1011_export_user.bat,SEBLJ1011a,SEBLG407@-SIEBEL016,4cvpu, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ1011a,sebl1011_export_user.bat,Users export,Interface_1,N,60.0,N,0430, ,Y, , , , ,3342, , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, ,20190707043000,0430,Ended Not OK,Run (2) ,190707,sebl1011_export_user.bat,SEBLJ1011b,SEBLG408@-SIEBEL014,4cv2r, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ1011b,sebl1011_export_user.bat,Users export,Interface_308,N,60.0,N,0430, ,Y, , , , ,3342, , , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, ,20190708043000,0430,Ended Not OK,Run (2) ,190708,sebl1011_export_user.bat,SEBLJ1011b,SEBLG408@-SIEBEL014,4cx3o, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ1011b,sebl1011_export_user.bat,Users export,Interface_308,N,60.0,N,0430, ,Y, , , , ,1902, , , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, ,20190707180000,1800,Ended Not OK,Run (2) ,190707,sebl1011_export_user.bat,SEBLJ1011ca,SEBLG410@-SIEBEL012,4cuzu, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ1011ca,sebl1011_export_user.bat,Users export,Interface_846,N,60.0,N,1800, ,Y, , , , ,2532, , , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, ,20190708180000,1800,Ended Not OK,Run (2) ,190708,sebl1011_export_user.bat,SEBLJ1011ca,SEBLG410@-SIEBEL012,4cx0u, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ1011ca,sebl1011_export_user.bat,Users export,Interface_846,N,60.0,N,1800, ,Y, , , , ,1092, , , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl1012_import_user_sat.bat,SEBLJ1012a,SEBLG407@-SIEBEL016,4cxsj, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ1012a,sebl1012_import_user_sat.bat,Users sat import,Interface_2,N,60.0,N, , ,N, , , , , , , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl1012_import_user_sat.bat,SEBLJ1012b,SEBLG408@-SIEBEL014,4cx3r, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ1012b,sebl1012_import_user_sat.bat,Users sat import,Interface_309,N,60.0,N, , ,N, , , , , , , , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl1012_import_user_sat.bat,SEBLJ1012ca,SEBLG410@-SIEBEL012,4cx0v, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ1012ca,sebl1012_import_user_sat.bat,Users sat import,Interface_847,N,60.0,N, , ,N, , , , , , , , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl1013_snapshot_user.bat,SEBLJ1013a,SEBLG407@-SIEBEL016,4cxsk, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ1013a,sebl1013_snapshot_user.bat,Users snapshot,Interface_3,N,60.0,N, , ,N, , , , , , , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl1013_snapshot_user.bat,SEBLJ1013b,SEBLG408@-SIEBEL014,4cx3s, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ1013b,sebl1013_snapshot_user.bat,Users snapshot,Interface_310,N,60.0,N, , ,N, , , , , , , , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl1013_snapshot_user.bat,SEBLJ1013ca,SEBLG410@-SIEBEL012,4cx0w, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ1013ca,sebl1013_snapshot_user.bat,Users snapshot,Interface_848,N,60.0,N, , ,N, , , , , , , , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, ,20190707190000,1900,Ended Not OK,Run (2) ,190707,sebl1014_user_access.bat,SEBLJ1014a,SEBLG407@-SIEBEL016,4cvpz, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ1014a,sebl1014_user_access.bat,Users access,Interface_4,N,60.0,N,1900, ,Y, , , , ,2472, , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, ,20190708190000,1900,Ended Not OK,Run (2) ,190708,sebl1014_user_access.bat,SEBLJ1014a,SEBLG407@-SIEBEL016,4cxsl, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ1014a,sebl1014_user_access.bat,Users access,Interface_4,N,60.0,N,1900, ,Y, , , , ,1032, , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, ,20190707190000,1900,Ended Not OK,Run (2) ,190707,sebl1014_user_access.bat,SEBLJ1014b,SEBLG408@-SIEBEL014,4cv2w, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ1014b,sebl1014_user_access.bat,Users access,Interface_311,N,60.0,N,1900, ,Y, , , , ,2472, , , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, ,20190708190000,1900,Ended Not OK,Run (2) ,190708,sebl1014_user_access.bat,SEBLJ1014b,SEBLG408@-SIEBEL014,4cx3t, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ1014b,sebl1014_user_access.bat,Users access,Interface_311,N,60.0,N,1900, ,Y, , , , ,1032, , , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, ,20190708190000,1900,Ended Not OK,Run (2) ,190708,sebl1014_user_access.bat,SEBLJ1014ca,SEBLG410@-SIEBEL012,4cx0x, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ1014ca,sebl1014_user_access.bat,Users access,Interface_849,N,60.0,N,1900, ,Y, , , , ,1032, , , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, ,20190707190000,1900,Ended Not OK,Run (2) ,190707,sebl1014_user_access.bat,SEBLJ1014ca,SEBLG410@-SIEBEL012,4cuzx, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ1014ca,sebl1014_user_access.bat,Users access,Interface_849,N,60.0,N,1900, ,Y, , , , ,2472, , , , , , , ,LA,TX,NT,LATX
738,0,250000.0,9, ,AA,0,0,20190709010008,20190709010000,0100,Ended OK,Run (2) ,190708,sebl1111_optima1up_extract.sh,SEBLJ1111b,SEBLG410@SDHN5569,4cx8z,17409,SEBLG410@SDHN5569,2019-07-09 12:12:14.863715,SEBLG410@SDHN5569,SEBLJ1111b,sebl1111_optima1up_extract.sh,Extract OneUp report,Interface_958,N,60.0,N,0100, ,N, , , , ,0, , , , , , , ,LA,TX,UNIX,LATX
1200,0,130650.0,8, ,AA,0,0,20190708125035,20190708125023, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001a,SEBLG407@-SIEBEL016,4cxrx,15592,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001a,sebl2001_imp_opt_anaplan.bat,Customer Hierarchy,Interface_5,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
800,0,130700.0,8, ,AA,0,0,20190708125045,20190708125036, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001b,SEBLG407@-SIEBEL016,4cxry,15620,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001b,sebl2001_imp_opt_anaplan.bat,Customer Attributes,Interface_7,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
0,0,142018.0,1, ,AA,0,0,20190708133223,20190708133222, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001ba,SEBLG408@-SIEBEL014,4cx37,11100,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001ba,sebl2001_imp_opt_anaplan.bat,Customer Hierarchy,Interface_312,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
100,0,142020.0,1, ,AA,0,0,20190708133224,20190708133224, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bb,SEBLG408@-SIEBEL014,4cx38,6420,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bb,sebl2001_imp_opt_anaplan.bat,Customer Attributes,Interface_314,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
100,0,142021.0,1, ,AA,0,0,20190708133226,20190708133225, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bc,SEBLG408@-SIEBEL014,4cx39,10560,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bc,sebl2001_imp_opt_anaplan.bat,Product Hierarchy,Interface_316,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
0,0,142023.0,1, ,AA,0,0,20190708133228,20190708133227, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bd,SEBLG408@-SIEBEL014,4cx3a,14684,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bd,sebl2001_imp_opt_anaplan.bat,Product Attributes,Interface_318,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
0,0,220345.0,1, ,AA,0,0,20190708203756,20190708203755, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001be,SEBLG408@-SIEBEL014,4cx3b,10424,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001be,sebl2001_imp_opt_anaplan.bat,Fund Details,Interface_320,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
100,0,220347.0,1, ,AA,0,0,20190708203757,20190708203756, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bfz,SEBLG408@-SIEBEL014,4cx3u,14376,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bfz,sebl2001_imp_opt_anaplan.bat,Fund Products,Interface_323,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
100,0,220349.0,1, ,AA,0,0,20190708203759,20190708203758, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bg,SEBLG408@-SIEBEL014,4cx3c,16212,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bg,sebl2001_imp_opt_anaplan.bat,Fund Adjustment/Transfers,Interface_324,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bi,SEBLG408@-SIEBEL014,4cx3d, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bi,sebl2001_imp_opt_anaplan.bat,Promotion SID,Interface_327,Y,40.0,N, , ,N, , , , , , , , , , , , ,CE,TX,NT,CETX
100,0,183330.0,1, ,AA,0,0,20190708183251,20190708183250, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bk,SEBLG408@-SIEBEL014,4cx3e,8824,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bk,sebl2001_imp_opt_anaplan.bat,Optima Actual Payments,Interface_329,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
100,0,214657.0,1, ,AA,0,0,20190708202147,20190708202146, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bl,SEBLG408@-SIEBEL014,4cx3f,13872,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bl,sebl2001_imp_opt_anaplan.bat,RVC,Interface_331,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
0,0,140517.0,1, ,AA,0,0,20190708133220,20190708133219, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bn,SEBLG408@-SIEBEL014,4cx3g,7532,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bn,sebl2001_imp_opt_anaplan.bat,Sysdate,Interface_334,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,CE,TX,NT,CETX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001bp,SEBLG408@-SIEBEL014,4cx3h, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001bp,sebl2001_imp_opt_anaplan.bat,Promo Error Report,Interface_335,Y,40.0,N, , ,N, , , , , , , , , , , , ,CE,TX,NT,CETX
800,0,130709.0,8, ,AA,0,0,20190708125054,20190708125045, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001c,SEBLG407@-SIEBEL016,4cxrz,15500,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001c,sebl2001_imp_opt_anaplan.bat,Product Hierarchy,Interface_9,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
0,0,244851.0,1, ,AA,0,0,20190709002543,20190709002542, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001ca,SEBLG410@-SIEBEL012,4cx0y,22080,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001ca,sebl2001_imp_opt_anaplan.bat,Customer Hierarchy,Interface_850,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
0,0,244853.0,1, ,AA,0,0,20190709002545,20190709002544, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cb,SEBLG410@-SIEBEL012,4cx0z,22624,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cb,sebl2001_imp_opt_anaplan.bat,Customer Attributes,Interface_852,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
100,0,244854.0,1, ,AA,0,0,20190709002546,20190709002546, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cc,SEBLG410@-SIEBEL012,4cx10,23028,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cc,sebl2001_imp_opt_anaplan.bat,Product Hierarchy,Interface_854,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
100,0,244856.0,1, ,AA,0,0,20190709002548,20190709002547, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cd,SEBLG410@-SIEBEL012,4cx11,23116,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cd,sebl2001_imp_opt_anaplan.bat,Product Attributes,Interface_856,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
0,0,253429.0,1, ,AA,0,0,20190709013335,20190709013334, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001ce,SEBLG410@-SIEBEL012,4cx12,22688,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001ce,sebl2001_imp_opt_anaplan.bat,Fund Details,Interface_858,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
100,0,253431.0,1, ,AA,0,0,20190709013337,20190709013336, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cfz,SEBLG410@-SIEBEL012,4cx1j,22112,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cfz,sebl2001_imp_opt_anaplan.bat,Fund Products,Interface_861,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
100,0,253432.0,1, ,AA,0,0,20190709013338,20190709013337, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cg,SEBLG410@-SIEBEL012,4cx13,160,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cg,sebl2001_imp_opt_anaplan.bat,Fund Adjustment/Transfers,Interface_862,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001ci,SEBLG410@-SIEBEL012,4cx14, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001ci,sebl2001_imp_opt_anaplan.bat,Promotion SID,Interface_865,Y,40.0,N, , ,N, , , , , , , , , , , , ,LA,TX,NT,LATX
100,0,233604.0,1, ,AA,0,0,20190708233651,20190708233650, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001ck,SEBLG410@-SIEBEL012,4cx15,23476,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001ck,sebl2001_imp_opt_anaplan.bat,Optima Actual Payments,Interface_867,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
100,0,252527.0,1, ,AA,0,0,20190709012318,20190709012317, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cl,SEBLG410@-SIEBEL012,4cx16,21712,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cl,sebl2001_imp_opt_anaplan.bat,RVC,Interface_869,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
0,0,244220.0,1, ,AA,0,0,20190709002540,20190709002539, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cn,SEBLG410@-SIEBEL012,4cx17,23092,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cn,sebl2001_imp_opt_anaplan.bat,Sysdate,Interface_872,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001co,SEBLG410@-SIEBEL012,4cx18, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001co,sebl2001_imp_opt_anaplan.bat,Users import,Interface_873,Y,40.0,N, , ,N, , , , , , , , , , , , ,LA,TX,NT,LATX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001cp,SEBLG410@-SIEBEL012,4cx19, ,SEBLG410@-SIEBEL012,2019-07-09 12:12:14.863715,SEBLG410@-SIEBEL012,SEBLJ2001cp,sebl2001_imp_opt_anaplan.bat,Promo Error Report,Interface_874,Y,40.0,N, , ,N, , , , , , , , , , , , ,LA,TX,NT,LATX
700,0,130718.0,8, ,AA,0,0,20190708125103,20190708125055, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001d,SEBLG407@-SIEBEL016,4cxs0,3176,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001d,sebl2001_imp_opt_anaplan.bat,Product Attributes,Interface_11,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
800,0,125631.0,9, ,AA,0,0,20190708125817,20190708125808, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001e,SEBLG407@-SIEBEL016,4cxs1,16048,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001e,sebl2001_imp_opt_anaplan.bat,Fund Details,Interface_13,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
800,0,125642.0,8, ,AA,0,0,20190708125826,20190708125817, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001f,SEBLG407@-SIEBEL016,4cxs2,15500,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001f,sebl2001_imp_opt_anaplan.bat,Fund Products,Interface_15,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
1000,0,125651.0,8, ,AA,0,0,20190708125836,20190708125826, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001g,SEBLG407@-SIEBEL016,4cxs3,15420,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001g,sebl2001_imp_opt_anaplan.bat,Fund Adjustment/Transfers,Interface_17,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
800,0,81749.0,8, ,AA,0,0,20190708081025,20190708081016, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001i,SEBLG407@-SIEBEL016,4cxs4,15072,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001i,sebl2001_imp_opt_anaplan.bat,Promotion SID,Interface_20,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
900,0,130821.0,10, ,AA,0,0,20190708130452,20190708130442, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001k,SEBLG407@-SIEBEL016,4cxs5,15848,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001k,sebl2001_imp_opt_anaplan.bat,Optima Actual Payments,Interface_22,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
1000,0,123038.0,12, ,AA,0,0,20190708122714,20190708122703, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001l,SEBLG407@-SIEBEL016,4cxs6,15204,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001l,sebl2001_imp_opt_anaplan.bat,RVC,Interface_24,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
900,0,125318.0,9, ,AA,0,0,20190708124746,20190708124737, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001n,SEBLG407@-SIEBEL016,4cxs7,13928,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001n,sebl2001_imp_opt_anaplan.bat,Sysdate,Interface_27,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001o,SEBLG407@-SIEBEL016,4cxsi, ,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001o,sebl2001_imp_opt_anaplan.bat,Users import,Interface_28,Y,40.0,N, , ,N, , , , , , , , , , , , ,AP,TX,NT,APTX
0,0,,0, ,AA,0,0, , , ,Wait Condition,,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001ob,SEBLG408@-SIEBEL014,4cx3q, ,SEBLG408@-SIEBEL014,2019-07-09 12:12:14.863715,SEBLG408@-SIEBEL014,SEBLJ2001ob,sebl2001_imp_opt_anaplan.bat,Users import,Interface_336,Y,40.0,N, , ,N, , , , , , , , , , , , ,CE,TX,NT,CETX
700,0,81800.0,8, ,AA,0,0,20190708081033,20190708081025, ,Ended OK,Run (2) ,190708,sebl2001_imp_opt_anaplan.bat,SEBLJ2001p,SEBLG407@-SIEBEL016,4cxs8,15988,SEBLG407@-SIEBEL016,2019-07-09 12:12:14.863715,SEBLG407@-SIEBEL016,SEBLJ2001p,sebl2001_imp_opt_anaplan.bat,Promo Error Report,Interface_29,Y,40.0,N, , ,N, , , , ,0,-40.0, , , , , , ,AP,TX,NT,APTX
