CTRLM_TABLE_NAME,JOB_NAME,SCRIPT_NAME,DESCRIPTION,CRITICAL_LONG_RUN_JOBS_FLAG,THRESHOLD_RUN_TIME,CRITICAL_NOT_STARTED_JOBS_FLAG,FROM_TIME,THRESHOLD_START_TIME,EXCLUDE_JOBS_FLAG,RESTATMENT_RUN_TIME,RESTATMENT_START_TIME,FISCAL_YEAR_END_RUN_TIME,FISCAL_YEAR_END_START_TIME
ADWGGKEH@ETL01,ADWGJK47,adwgk47_optw_buom_ship_o4.sh,PUBLISH BUOM UNIT SHIPMENT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK48,adwgk48_optw_cu_ship_o4.sh,PUBLISH CU SHIPMENT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK49,adwgk49_optw_logi_detl_o4.sh,PUBLISH LOGISTIC DETAIL,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK50,adwgk50_optw_user_acct_o4.sh,PUBLISH USER ACCOUNT POSITION,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK51,adwgk51_optw_asdn_type2_b.sh,OPT_ACCT_ASDN_TYPE2_DIM [backup],N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK52,adwgk52_optw_prmt_prod_ag.sh,OPT_PRMTN_PROD_FCT [AGG],N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK53,adwgk53_optw_archv_file.sh,Archive Current Files,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK54,adwgk54_optw_drop_gtin_lt.sh,PUBLISH DROPPED GTIN LIST,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK55,adwgk55_optw_user_acct_na.sh,PUBLISH USER ACCOUNT POSITION NOADMIN,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK56,adwgk56_optw_set_epos_sem.sh,Set EPOS semaphore if it not exist,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK57,adwgk57_optw_rels_epos_sm.sh,Release EPOS semaphore,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK58,adwgk58_optw_sh_pr_acc_sf.sh,Load stage data for OPT_SHPMT_PRMTN_ACCT_SFCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK59,adwgk59_optw_basln_flt.sh,OPT_BASLN_FCT[FLTR_LKP],N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK60,adwgk60_optw_set_rstmt_ind.sh,Set up shipment restatement to inactive,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK61,adwgk61_optw_rfrsh_mv01.sh,Refresh MV OPT_FILTR_LKP_MV01,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK62,adwgk62_optw_rfrsh_mv02.sh,Refresh MV OPT_FILTR_LKP_MV02,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK63,adwgk63_optw_pymt_by_doc.sh,PUBLISH PAYMENTS_BY_DOC,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK64,adwgk64_optw_ld_sh_ful_f.sh,Load OPT_SHPMT_FULL_FCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK65,adwgk65_optw_ld_act_sh_sd.sh,Load OPT_ACCT_SHIPT_ASSOC_SDIM,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK66,adwgk66_optw_ld_fund_pymt.sh,Load OPT_FUND_PYMT_DOC_TSFCT_DD,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK67,adwgk67_optw_rfrsh_mv03.sh,Refresh MV OPT_FILTR_LKP_MV03,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK68,adwgk68_optw_sh_pr_mth_sf.sh,Load OPT_SHPMT_PRMTN_MTH_SFCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK69,adwgk69_optw_sh_gt_mtn_f.sh,Load OPT_SHPMT_GTIN_MTH_FCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK70,adwgk70_optw_sh_fd_mth_f.sh,Load OPT_SHPMT_FUND_MTH_FCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK71,adwgk71_optw_sh_fund_brnd.sh,Load OPT_SHPMT_FUND_BRAND_SFCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK72,adwgk72_optw_sh_plan_prod.sh,Load OPT_SHPMT_PLAN_PROD_SFCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK73,adwgk73_optw_ld_fund_if.sh,Load OPT_FUND_IFCT,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK74,adwgk74_optw_acct_brd_tsp.sh,PUBLISH ACCOUNT BRAND TSP,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK94,adwgk94_optw_rename_file.sh,Rename extract file,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK95,adwgk95_optw_load_end.sh,Load end,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK96,adwgk96_optw_backup_end.sh,Backup end,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK97,adwgk97_optw_o4_start.sh,O4 start,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK98,adwgk98_optw_rels_semaph.sh,Release semaphore for shipment  process,N,60,N,,,N,,,,
ADWGGKEH@ETL01,ADWGJK99,adwgk99_optw_end_shpmnt.sh,End job for shipment weekly process,N,60,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK00,adwgk00_optg_begin_gd_load.sh,Triger job for global dimesion loading,N,60,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK01,adwgk01_optg_ext_perd_esi.sh,Extract OPT_PERD_ESI,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK02,adwgk02_optg_ext_bus_dim.sh,Extract OPT_BUS_UNIT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK03,adwgk03_optg_ext_acct_dim.sh,Extract OPT_ACCT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK04,adwgk04_optg_ext_cntct_lkp.sh,Extract OPT_CNTCT_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK05,adwgk05_optg_ext_acct_pstn.sh,Extract OPT_ACCT_POSTN_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK06,adwgk06_optg_ext_party_lkp.sh,Extract OPT_PARTY_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK07,adwgk07_optg_ext_postn_lkp.sh,Extract OPT_POSTN_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK08,adwgk08_optg_ext_user_lkp.sh,Extract OPT_USER_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK09,adwgk09_optg_ext_pty_persn.sh,Extract OPT_PARTY_PERSN_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK10,adwgk10_optg_ext_pay_to.sh,Extract OPT_PAY_TO_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK11,adwgk11_optg_cdc_perd_esi.sh,CDC process for OPT_PERD_ESI,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK12,adwgk12_optg_cdc_bus_dim.sh,CDC process for OPT_BUS_UNIT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK13,adwgk13_optg_cdc_acct_dim.sh,CDC process for OPT_ACCT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK14,adwgk14_optg_load_perd_esi.sh,ESI Load of OPT_PERD_ESI,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK15,adwgk15_optg_load_bus_esi.sh,ESI Load of OPT_BUS_UNIT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK16,adwgk16_optg_load_acct_esi.sh,ESI Load of OPT_ACCT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK17,adwgk17_optg_lod_cntct_lkp.sh,Security table of OPT_CNTCT_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK18,adwgk18_optg_lod_acct_pstn.sh,Security table of OPT_ACCT_POSTN_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK19,adwgk19_optg_lod_party_lkp.sh,Security table of OPT_PARTY_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK20,adwgk20_optg_lod_postn_lkp.sh,Security table of OPT_POSTN_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK21,adwgk21_optg_lod_user_lkp.sh,Security table of OPT_USER_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK22,adwgk22_optg_lod_pty_persn.sh,Security table of OPT_PARTY_PERSN_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK23,adwgk23_optg_lod_pay_to.sh,Security table of OPT_PAY_TO_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK24,adwgk24_optg_lod_bus_sdim.sh,SDIM load of OPT_BUS_UNIT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK25,adwgk25_optg_lod_acct_sdim.sh,SDIM load of OPT_ACCT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK26,adwgk26_optg_load_bus_dim.sh,DIM load of OPT_BUS_UNIT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK27,adwgk27_optg_load_acct_dim.sh,DIM load of OPT_ACCT_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK28,adwgk28_optg_load_usr_info.sh,Loading of OPT_DSHBD_USER_INFO_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK29,adwgk29_optg_ext_exch_dim.sh,Extract OPT_EXCHG_RATE_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK30,adwgk30_optg_lod_exch_dim.sh,DIM load of OPT_EXCHG_RATE_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK31,adwgk31_optg_lod_chal_dim.sh,DIM load of OPT_TRADE_CHANL_DIM,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK32,adwgk32_optg_ext_acct_typ2.sh,OPT_ACCT_HIER_TYPE2_SDIM[EXT],Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK33,adwgk33_optg_cdc_acct_typ2.sh,OPT_ACCT_HIER_TYPE2_SDIM[CDC],Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK34,adwgk34_optg_sdm_acct_typ2.sh,OPT_ACCT_HIER_TYPE2_SDIM[SDIM],Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK35,adwgk35_optg_dim_acct_typ2.sh,OPT_ACCT_HIER_TYPE2_DIM[DIM],Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK36,adwgk36_optg_dim_asdn_typ2.sh,OPT_ACCT_ASDN_TYPE2_DIM[DIM],Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK37,adwgk37_optg_post_acc_typ2.sh,OPT_ACCT_ASDN_TYPE2_DIM[POST],Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK38,adwgk38_optg_rfrsh_apl_mv.sh,REFRESH OPT_APL_PPL_UL_MV,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK39,adwgk39_optg_hpr_plan_lkp.sh,Lookup for OPT_HYPER_PLAN_VSBL_IND_LKP,Y,40,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK40,adwgk40_opt_prmn_fct_svp_t.sh,Load Temporary table OPT_PRMTN_FCT_SVP_TMP,N,60,N,,,N,,,,
ADWGGKKB@ETL01,ADWGJK99,adwgk99_optg_end_gdim_load.sh,End job for global dimesion loading,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK00,adwgk00_opt_begin_dim_extr.sh,Triger job for dimesion extract,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK01,adwgk01_opt_ext_fund_dim.sh,Extract OPT_FUND_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK02,adwgk02_opt_ext_prod_dim.sh,Extract OPT_PROD_DIM dimension,Y,40,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK03,adwgk03_opt_ext_prmtn_dim.sh,Extract OPT_PRMTN_DIM dimension,Y,40,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK04,adwgk04_opt_ext_actvy_dim.sh,Extract OPT_ACTVY_DIM dimension,Y,40,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK05,adwgk05_opt_ext_fund_prod.sh,Extract OPT_FUND_PROD_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK06,adwgk06_opt_ext_price_dim.sh,Extract OPT_PRICE_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK07,adwgk07_opt_cdc_fund_dim.sh,CDC process for OPT_FUND_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK08,adwgk08_opt_cdc_prod_dim.sh,CDC process for OPT_PROD_DIM dimension,Y,40,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK09,adwgk09_opt_cdc_prmtn_dim.sh,CDC process for OPT_PRMTN_DIM dimension,Y,40,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK10,adwgk10_opt_cdc_actvy_dim.sh,CDC process for OPT_ACTVY_DIM dimension,Y,40,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK11,adwgk11_opt_cdc_fund_prod.sh,CDC process for OPT_FUND_PROD_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK12,adwgk12_opt_cdc_price_dim.sh,CDC process for OPT_PRICE_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK13,adwgk13_opt_ext_prod_assoc.sh,Extract OPT_PROD_ASSOC_ESI dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK14,adwgk14_opt_cdc_prod_assoc.sh,CDC process for OPT_PROD_ASSOC_ESI dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK15,adwgk15_opt_ext_plan_dim.sh,Extract OPT_PLAN_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK16,adwgk16_opt_cdc_plan_dim.sh,CDC process for OPT_PLAN_DIM dimension,N,60,N,,,N,,,,
ADWGGKKC@ETL01,ADWGJK99,adwgk99_opt_end_dim_extr.sh,End job for dimesion extract,N,60,N,,,N,,,,
ADWGGKKD@ETL01,ADWGJK00,adwgk00_opt_begin_dim_load.sh,Triger job for dimesion loading,N,60,N,,,N,,,,
ADWGGKKD@ETL01,ADWGJK01,adwgk01_opt_ld_prod_esi.sh,Load dimension OPT_PROD to ESI,Y,40,N,,,N,,,,
ADWGGKKD@ETL01,ADWGJK02,adwgk02_opt_ld_price_esi.sh,Load dimension OPT_PRICE to ESI,N,60,N,,,N,,,,
ADWGGKKD@ETL01,ADWGJK03,adwgk03_opt_ld_fund_esi.sh,Load dimension OPT_FUND to ESI,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK11,adwgk11_opt_ld_actvy_sdim.sh,Load dimension OPT_ACTVY to SDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK12,adwgk12_opt_ld_prmtn_sdim.sh,Load dimension OPT_PRMTN_DIM to SDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK13,adwgk13_opt_ld_prod_dim.sh,Load dimension OPT_PROD to DIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK14,adwgk14_opt_ld_price_dim.sh,Load dimension OPT_PRICE to DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK15,adwgk15_opt_ld_fund_dim.sh,Load dimension OPT_FUND to DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK16,adwgk16_opt_ld_fd_prod_dim.sh,Load dimension OPT_FUND_PROD to DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK17,adwgk17_opt_ld_actvy_dim.sh,Load dimension OPT_ACTVY to DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK18,adwgk18_opt_ld_prmtn_dim.sh,Load dimension OPT_PRMTN_DIM to DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK19,adwgk19_opt_ext_prod_hier.sh,Extract OPT_PROD_HIER from OPT_PROD_ESI,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK20,adwgk20_opt_flt_prod_hier.sh,Flatten the Hierarchy in OPT_PROD_HIER,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK21,adwgk21_opt_cdc_prod_hier.sh,CDC process for OPT_PROD_HIER,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK22,adwgk22_opt_ld_prod_hier.sh,Load OPT_PROD_HIER to DIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK23,adwgk23_opt_ld_fund_dm_flt.sh,Load OPT_FUND_DIM to OPT_FILTR_LKP,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK24,adwgk24_opt_agg_prmnt_esi.sh,Aggregate OPT_PRMTN_ESI CONCAT,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK25,adwgk25_opt_ext_cmb_prmn_d.sh,Extrct prcss of OPT_COMB_PRMTN_FDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK26,adwgk26_opt_cdc_cmb_prmn_d.sh,CDC prcss of OPT_COMB_PRMTN_FDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK27,adwgk27_opt_ld_cmb_prmn_d.sh,Load prcss of OPT_COMB_PRMTN_FDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK28,adwgk28_opt_ld_prod_assoc.sh,Load dimension OPT_PROD_ASSOC_ESI,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK29,adwgk29_opt_ext_prod_fy_fd.sh,Extract OPT_PROD_FY_FDIM from PROD_DIMPROD_HIER,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK30,adwgk30_opt_cdc_prod_fy_fd.sh,CDC process for OPT_PROD_FY_FDIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK31,adwgk31_opt_ld_prod_fy_fd.sh,Load process for OPT_PROD_FY_FDIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK32,adwgk32_opt_prod_price_mv.sh,Construct materialized view OPT_PROD_PRICE_MV,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK33,adwgk33_opt_ld_plan_esi.sh,Load dimension OPT_PLAN to ESI,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK34,adwgk34_opt_ld_plan_sdim.sh,Load dimension OPT_PLAN to SDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK35,adwgk35_opt_ld_plan_dim.sh,Load dimension OPT_PLAN to DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK36,adwgk36_opt_ext_prod_asdn.sh,OPT_PROD_ASDN_DIM Extract,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK37,adwgk37_opt_cdc_prod_asdn.sh,OPT_PROD_ASDN_DIM CDC,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK38,adwgk38_opt_ld_prod_asdn.sh,OPT_PROD_ASDN_DIM DIM Load,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK39,adwgk39_opt_ext_dcmpd_prod.sh,Extract OPT_DCMPD_PROD_HIER_ESI,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK40,adwgk40_opt_cdc_dcmpd_prod.sh,CDC prcss of OPT_DCMPD_PROD_HIER_ESI,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK41,adwgk41_opt_ld_dcmpd_prod.sh,Load dimension OPT_DCMPD_PROD_HIER_ESI,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK42,adwgk42_opt_ld_brand_hire.sh,Load temporary dimension OPT_BRAND_HIER_TDADS,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK43,adwgk43_opt_prod_bu_hr_f.sh,OPT_PROD_BUOM_HIER_FDIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK44,adwgk44_opt_aa_pre_ext.sh,Pre Extract OPT_AA_PRCSS_DLY_PRE,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK45,adwgk45_opt_brand_assoc_dm.sh,Load dimension OPT_PROD_BRAND_ASSOC_DIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK46,adwgk46_opt_brand_asdn_dm.sh,Load dimension OPT_PROD_BRAND_ASDN_DIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK47,adwgk47_opt_rtrv_qty_tdads.sh,Load Temporary table OPT_RELTV_QTY_BY_GTIN_TDADS,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK48,adwgk48_opt_dcmprod_tdads.sh,Load temporary dimension OPT_DCMPD_PROD_TEMP_DIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK49,adwgk49_opt_prod_asdn_cu_s.sh,Load stage dimension OPT_PROD_ASDN_CU_SDIM,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK50,adwgk50_opt_ld_usr_dm.sh,Load dimension OPT_USER_DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK51,adwgk51_opt_centl_bank_hr.sh,Load dimension OPT_FUND_CENTL_BANK_HIER_DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK52,adwgk52_opt_fd_prod_gtin_s.sh,Load dimension OPT_FUND_PROD_GTIN_SDIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK53,adwgk53_opt_usr_bu_dm.sh,Load dimension OPT_USER_BUS_DIM,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK54,adwgk54_opt_shp_actl_fst.sh,Load metadata OPT_SHPMT_ACTL_FRCST_PLC,Y,40,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK55,adwgk55_opt_dummy_prod.sh,Populate dummy products to product dimension,N,60,N,,,N,,,,
ADWGGKE3@ETL01,ADWGJK99,adwgk99_opt_end_dim_load.sh,End job for dimension loading,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK00,adwgk00_opt_begin_fct_extr.sh,Triger job for fact extraction,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK01,adwgk01_opt_ex_pymt_f.sh,Extract process for OPT_PYMT_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK02,adwgk02_opt_ex_fund_f.sh,Extract process for OPT_FUND_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK03,adwgk03_opt_ex_tnsfr_f.sh,Extract process for OPT_TNSFR_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK04,adwgk04_opt_ex_prmtn_pymt.sh,Extract process for OPT_PRMTN_PYMT_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK05,adwgk05_opt_ex_prmtn_f.sh,Extract process for OPT_PRMTN_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK06,adwgk06_opt_del_j.sh,Deleted Job,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK07,adwgk07_opt_ex_actvy_f.sh,Extract process for OPT_ACTVY_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK08,adwgk08_opt_ex_pymt_split.sh,Extract process for OPT_PYMT_SPLIT_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK10,adwgk10_opt_ex_estmt_incr.sh,Extract process for OPT_ESTMT_INCRM_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK11,adwgk11_opt_ex_prod_basln.sh,Extract process for OPT_PROD_BASLN_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK12,adwgk12_opt_cdc_pymt_f.sh,CDC process for OPT_PYMT_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK13,adwgk13_opt_cdc_fund_f.sh,CDC process for OPT_FUND_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK14,adwgk14_opt_cdc_tnsfr_f.sh,CDC process for OPT_TNSFR_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK15,adwgk15_opt_cdc_prmtn_pym.sh,CDC process for OPT_PRMTN_PYMT_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK16,adwgk16_opt_cdc_prmtn_f.sh,CDC process for OPT_PRMTN_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK17,adwgk17_opt_del_j.sh,Deleted Job,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK18,adwgk18_opt_cdc_actvy_f.sh,CDC process for OPT_ACTVY_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK19,adwgk19_opt_cdc_pymt_spli.sh,CDC process for OPT_PYMT_SPLIT_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK21,adwgk21_opt_cdc_estmt_inc.sh,CDC process for OPT_ESTMT_INCRM_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK22,adwgk22_opt_cdc_prod_basl.sh,CDC process for OPT_PROD_BASLN_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK23,adwgk23_opt_ex_actvy_pro.sh,Extract process for OPT_ACTVY_PROD_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK24,adwgk24_opt_cdc_actvy_pro.sh,CDC process for OPT_ACTVY_PROD_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK25,adwgk25_opt_ex_frcst_f.sh,Extract process for OPT_FRCST_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK26,adwgk26_opt_cdc_frcst_f.sh,CDC process for OPT_FRCST_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK27,adwgk27_opt_ex_brd_bsln_f.sh,Extract process for OPT_BRAND_BASLN_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK28,adwgk28_opt_cdc_brd_bsln_f.sh,CDC process for OPT_BRAND_BASLN_FCT,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK29,adwgk29_opt_ex_plan_f.sh,Extract process for OPT_PLAN_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK30,adwgk30_opt_cdc_plan_f.sh,CDC process for OPT_PLAN_FCT,Y,40,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK31,adwgk31_opt_ex_actvy_rsd.sh,Extract process for OPT_ACTVY_REVSD_PLC,N,60,N,,,N,,,,
ADWGGKE4@ETL01,ADWGJK32,adwgk32_opt_cdc_actvy_rsd.sh,CDC process for OPT_ACTVY_REVSD_PLC,N,60,N,,,N,,,,
