CTRLM_TABLE_NAME,JOB_NAME,SCRIPT_NAME,DESCRIPTION,CRITICAL_LONG_RUN_JOBS_FLAG,THRESHOLD_RUN_TIME,CRITICAL_NOT_STARTED_JOBS_FLAG,FROM_TIME,THRESHOLD_START_TIME,EXCLUDE_JOBS_FLAG,RESTATMENT_RUN_TIME,RESTATMENT_START_TIME,FISCAL_YEAR_END_RUN_TIME,FISCAL_YEAR_END_START_TIME
ADWGGK90@ETL02,ADWGJK0B,adwgk0b_izmsi_file_watch.sh,file watcher,N,60,N,0700,10/1/2018 7:20:00 AM,N,,,,
ADWGGK95@ETL02,ADWGJKZ7,adwgkz7_adw_cdw_prodload.sh,ADW-CDW Group Prod Load,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGK95@ETL02,ADWGJKZ8,adwgkz8_adw_cdw_factload.sh,ADW-CDW Group Aggregated Fact Data Load,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGK98@ETL02,ADWGJK0U,adwgk0u_izmsi_clean_tables.sh,Cleaning Staging tables,N,60,N,0500,10/1/2018 5:20:00 AM,N,,,,
ADWGGK98@ETL02,ADWGJKH5,adwgkh5_izmsi_mntpnt_purge.sh,adw_izmsi_mountpoint_purge.sh,N,60,N,0500,10/1/2018 5:20:00 AM,N,,,,
ADWGGK99@ETL02,ADWGJCIB,adwgcib_izmsi_cib_validate.sh,CIB file movement validation,N,60,N,2300,10/1/2018 11:20:00 PM,N,,,,
ADWGGK99@ETL02,ADWGJCIB,adwgcib_izmsi_cib_validate.sh,CIB file movement validation,N,60,N,0600,10/1/2018 6:20:00 AM,N,,,,
ADWGGKP0@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKP1@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKP2@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 2722,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP2@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP2@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP5@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKP6@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKP7@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 2722,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP7@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKP7@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKPK@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPL@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPL@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPL@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,0900,10/1/2018 9:20:00 AM,N,,,,
ADWGGKPL@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPL@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPL@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPL@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPL@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKPL@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKPN@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 2723,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPN@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPN@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,0900,10/1/2018 9:20:00 AM,N,,,,
ADWGGKPP@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKPQ@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKPS@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3050,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPS@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPS@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKPV@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3054,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKPV@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKPV@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1000,10/1/2018 10:20:00 AM,N,,,,
ADWGGKPW@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPW@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPW@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKPX@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3055,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPX@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPX@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKPZ@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3055,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPZ@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1300,10/1/2018 1:20:00 PM,N,,,,
ADWGGKPZ@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKT0@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,,,N,,,,
ADWGGKT0@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,,,N,,,,
ADWGGKT0@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKT0@ETL02,ADWGJKW4,adwgkw4_izmst_file_copy.sh,File copy job for izmst,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKT2@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,,,N,,,,
ADWGGKT2@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024 HDUS,N,60,N,,,N,,,,
ADWGGKT2@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026 HDUS,N,60,N,,,N,,,,
ADWGGKT3@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1000,10/1/2018 10:20:00 AM,N,,,,
ADWGGKT3@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1000,10/1/2018 10:20:00 AM,N,,,,
ADWGGKT3@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1000,10/1/2018 10:20:00 AM,N,,,,
ADWGGKT3@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKT3@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKV4@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKV5@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKV7@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 2720,N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKV7@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKV7@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKS1a,adwgks1_izmst_static.sh,Daily Static job for  src_sys_id=2725,N,60,N,1800,10/1/2018 6:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKS1b,adwgks1_izmst_static.sh,Daily Static job for  src_sys_id=2726,N,60,N,1800,10/1/2018 6:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKS1c,adwgks1_izmst_static.sh,Daily Static job for  src_sys_id=3023,N,60,N,1800,10/1/2018 6:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKSSa,adwgkss_izmst_summry.sh,Summarization for CD->CM,N,60,N,2000,10/1/2018 8:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKSWa,adwgksw_izmst_smy_ld.sh,Staging to Warehouse Load CD->CM,N,60,N,2000,10/1/2018 8:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKGW,adwgkgw_izmst_prod_wh_mv.sh,GRDS -> GRP load,N,60,N,2000,10/1/2018 8:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKSSb,adwgkss_izmst_summry.sh,Summarization for CD->CM,N,60,N,2000,10/1/2018 8:20:00 PM,N,,,,
ADWGGKXJ@ETL02,ADWGJKSWb,adwgksw_izmst_smy_ld.sh,Staging to Warehouse Load CD->CM,N,60,N,2000,10/1/2018 8:20:00 PM,N,,,,
ADWGGKXP@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1900,10/1/2018 7:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKXQ@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,2100,10/1/2018 9:20:00 PM,N,,,,
ADWGGKXS@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 2720,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXS@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1700,10/1/2018 5:20:00 PM,N,,,,
ADWGGKXS@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,1500,10/1/2018 3:20:00 PM,N,,,,
ADWGGKXV@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3054,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKXV@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1100,10/1/2018 11:20:00 AM,N,,,,
ADWGGKXV@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,,,N,,,,
ADWGGKXW@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,,,N,,,,
ADWGGKXW@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXW@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXX@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3054,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXX@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXX@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,,,N,,,,
ADWGGKXY@ETL02,ADWGJKW4,adwgkw4_izmst_smart_fmove.sh,Daily Pre Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,,,N,,,,
ADWGGKXY@ETL02,ADWGJKSS,adwgkss_izmst_summry.sh,Summarization for CD-->CP,N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKSW,adwgksw_izmst_smy_ld.sh,Weekly Summarization Load (Customer specific),N,60,N,1400,10/1/2018 2:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKDL,adwgkdl_izmst_adl_ld.sh,Daily Static for izmst ADL,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKAS,adwgkas_izmst_adl_ld.sh,Daily Static for izmst ADL SG,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKBL,adwgkbl_izmst_dvd_bsl.sh,Weekly DVOID BSLN GEN Act1024,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXY@ETL02,ADWGJKCA,adwgkca_izmst_dvd_cal.sh,Weekly DVOID CALC Act1026,N,60,N,1600,10/1/2018 4:20:00 PM,N,,,,
ADWGGKXZ@ETL02,ADWGJKS1,adwgks1_izmst_static.sh,Daily Static job for izmst 3054,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXZ@ETL02,ADWGJKU1,adwgku1_izmst_daemon.sh,Daily Static Daemon Control M Job,N,60,N,1200,10/1/2018 12:20:00 PM,N,,,,
ADWGGKXZ@ETL02,ADWGJKW1,adwgkw1_izmst_wkmhsk.sh,Weekly housekeeping for izmst,N,60,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK00,adwgk00_optg_begin_gd_load.sh,Triger job for global dimesion loading,N,60,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK01,adwgk01_optg_ext_perd_esi.sh,Extract OPT_PERD_ESI,Y,40,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK02,adwgk02_optg_ext_bus_dim.sh,Extract OPT_BUS_UNIT_DIM,Y,40,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK03,adwgk03_optg_ext_acct_dim.sh,Extract OPT_ACCT_DIM,N,60,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK04,adwgk04_optg_ext_cntct_lkp.sh,Extract OPT_CNTCT_LKP,Y,40,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK05,adwgk05_optg_ext_acct_pstn.sh,Extract OPT_ACCT_POSTN_LKP,Y,40,N,,,N,,,,
ADWGGKE1@ETL01,ADWGJK06,adwgk06_optg_ext_party_lkp.sh,Extract OPT_PARTY_LKP,Y,40,N,,,N,,,,
