ALERT_TIMESTAMP,ALERTED,ORDER_ID,ODATE,ISSUE_TYPE,JOB_NAME,ORDER_TABLE,INTERFACE_NAME,REGION,APPLICATION,JOB_TYPE,DM_WORK_GROUP
09/07/2019 12:11:57,N,4cxn6,190708,FAILED,SEBLJ5720a,SEBLG407@SDHN5569,Interface_270,AP,TX,UNIX,APTX
09/07/2019 12:11:57,N,4cxn5,190708,FAILED,SEBLJ5720a,SEBLG407@SDHN5569,Interface_270,AP,TX,UNIX,APTX
09/07/2019 12:11:57,N,4cxg4,190708,LONGRUN,SEBLJ2013ab,SEBLG409@-SIEBEL018,Interface_614,WE,TX,NT,WETX
