ELAPSED_RUNTIME,DELETE_FLAG,AVG_START_TIME,AVG_RUNTIME,TIME_ZONE,PRIORITY,CYCLIC,MAX_RERUN,END_TIME,START_TIME,FROM_TIME,STATUS,STATE,ODATE,MEMNAME,JOB_NAME,ORDER_TABLE,ORDER_ID,JOB_ID,GROUP_NAME
0,0,204845.0,4, ,AA,0,0, , ,300,Wait Condition,,190623,sebl5911_tfm_pmnts_email.bat,SEBLJ5911u,SEBLG409@-SIEBEL018,4c3uc, ,SEBLG409@-SIEBEL018
36600,0,204845.0,138, ,AA,0,0,2.01906E+13,2.01906E+13,1430,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912a,SEBLG407@-SIEBEL016,4c462,5484,SEBLG407@-SIEBEL016
200,0,204845.0,138, ,AA,0,0,2.01906E+13,2.01906E+13,2000,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912a,SEBLG407@-SIEBEL016,4c463,10852,SEBLG407@-SIEBEL016
0,0,204845.0,138, ,AA,0,0, , ,300,Wait Condition,,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912a,SEBLG407@-SIEBEL016,4c461, ,SEBLG407@-SIEBEL016
300,0,204845.0,43, ,AA,0,0,2.01906E+13,2.01906E+13,1430,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912b,SEBLG410@-SIEBEL012,4c3gs,18080,SEBLG410@-SIEBEL012
300,0,204845.0,43, ,AA,0,0,2.01906E+13,2.01906E+13,2000,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912b,SEBLG410@-SIEBEL012,4c3gt,17972,SEBLG410@-SIEBEL012
0,0,204845.0,43, ,AA,0,0, , ,300,Wait Condition,,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912b,SEBLG410@-SIEBEL012,4c3gr, ,SEBLG410@-SIEBEL012
7400,0,204845.0,22, ,AA,0,0,2.01906E+13,2.01906E+13,2000,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912c,SEBLG408@-SIEBEL014,4c3j9,8852,SEBLG408@-SIEBEL014
0,0,204845.0,22, ,AA,0,0, , ,300,Wait Condition,,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912c,SEBLG408@-SIEBEL014,4c3jb, ,SEBLG408@-SIEBEL014
500,0,204845.0,22, ,AA,0,0,2.01906E+13,2.01906E+13,1430,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912c,SEBLG408@-SIEBEL014,4c3ja,10420,SEBLG408@-SIEBEL014
300,0,204845.0,23, ,AA,0,0,2.01906E+13,2.01906E+13,1430,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912u,SEBLG409@-SIEBEL018,4c3ug,2812,SEBLG409@-SIEBEL018
8300,0,204845.0,23, ,AA,0,0,2.01906E+13,2.01906E+13,2000,Ended OK,Run (2) ,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912u,SEBLG409@-SIEBEL018,4c3uf,10916,SEBLG409@-SIEBEL018
0,0,204845.0,23, ,AA,0,0, , ,300,Wait Condition,,190623,sebl5912_tfm_promo_email.bat,SEBLJ5912u,SEBLG409@-SIEBEL018,4c3ue, ,SEBLG409@-SIEBEL018
61500,0,240500.0,1026, ,AA,0,0,2.01906E+13,2.01906E+13,5,Ended OK,Run (2) ,190623,sebl5913_tfm_promo_notifi.bat,SEBLJ5913a,SEBLG407@-SIEBEL016,4c464,8376,SEBLG407@-SIEBEL016
600,0,240500.0,24, ,AA,0,0,2.01906E+13,2.01906E+13,5,Ended OK,Run (2) ,190623,sebl5913_tfm_promo_notifi.bat,SEBLJ5913b,SEBLG410@-SIEBEL012,4c3gu,19320,SEBLG410@-SIEBEL012
10900,0,240500.0,645, ,AA,0,0,2.01906E+13,2.01906E+13,5,Ended OK,Run (2) ,190623,sebl5913_tfm_promo_notifi.bat,SEBLJ5913c,SEBLG408@-SIEBEL014,4c3jc,9996,SEBLG408@-SIEBEL014
1100,0,240500.0,29, ,AA,0,0,2.01906E+13,2.01906E+13,5,Ended OK,Run (2) ,190623,sebl5913_tfm_promo_notifi.bat,SEBLJ5913u,SEBLG409@-SIEBEL018,4c3uh,13872,SEBLG409@-SIEBEL018
4200,0,241551.0,315, ,AA,0,0,2.01906E+13,2.01906E+13,15,Ended OK,Run (2) ,190623,sebl5920_tfm_wf_oneup.bat,SEBLJ5920a,SEBLG407@-SIEBEL016,4c465,12204,SEBLG407@-SIEBEL016
17100,0,241500.0,302, ,AA,0,0,2.01906E+13,2.01906E+13,15,Ended OK,Run (2) ,190623,sebl5920_tfm_wf_oneup.bat,SEBLJ5920b,SEBLG410@-SIEBEL012,4c3gv,17876,SEBLG410@-SIEBEL012
22400,0,241617.0,337, ,AA,0,0,2.01906E+13,2.01906E+13,15,Ended OK,Run (2) ,190623,sebl5920_tfm_wf_oneup.bat,SEBLJ5920c,SEBLG408@-SIEBEL014,4c3jd,8728,SEBLG408@-SIEBEL014
200,0,241500.0,3, ,AA,0,0,2.01906E+13,2.01906E+13,15,Ended OK,Run (2) ,190623,sebl5920_tfm_wf_oneup.bat,SEBLJ5920u,SEBLG409@-SIEBEL018,4c3ui,12200,SEBLG409@-SIEBEL018
200,0,242002.0,2, ,AA,0,0,2.01906E+13,2.01906E+13,20,Ended OK,Run (2) ,190623,sebl5921_tfm_wf_oiexec.bat,SEBLJ5921a,SEBLG407@-SIEBEL016,4c466,5376,SEBLG407@-SIEBEL016
1800,0,242000.0,17, ,AA,0,0,2.01906E+13,2.01906E+13,20,Ended OK,Run (2) ,190623,sebl5921_tfm_wf_oiexec.bat,SEBLJ5921b,SEBLG410@-SIEBEL012,4c3gw,17000,SEBLG410@-SIEBEL012
6273000,0,242000.0,3016, ,AA,0,0,2.01906E+13,2.01906E+13,20,Ended OK,Run (2) ,190622,sebl5921_tfm_wf_oiexec.bat,SEBLJ5921c,SEBLG408@-SIEBEL014,4c1l7,1272,SEBLG408@-SIEBEL014
191100,0,242000.0,3016, ,AA,0,0,2.01906E+13,2.01906E+13,20,Ended OK,Run (2) ,190623,sebl5921_tfm_wf_oiexec.bat,SEBLJ5921c,SEBLG408@-SIEBEL014,4c3je,7692,SEBLG408@-SIEBEL014
400,0,242000.0,5, ,AA,0,0,2.01906E+13,2.01906E+13,20,Ended OK,Run (2) ,190623,sebl5921_tfm_wf_oiexec.bat,SEBLJ5921u,SEBLG409@-SIEBEL018,4c3uj,13936,SEBLG409@-SIEBEL018
7800,0,243000.0,121, ,AA,0,0,2.01906E+13,2.01906E+13,30,Ended OK,Run (2) ,190623,sebl5922_tfm_wf_prmoapprov.bat,SEBLJ5922a,SEBLG407@-SIEBEL016,4c467,6116,SEBLG407@-SIEBEL016
2400,0,243000.0,13, ,AA,0,0,2.01906E+13,2.01906E+13,30,Ended OK,Run (2) ,190623,sebl5922_tfm_wf_prmoapprov.bat,SEBLJ5922b,SEBLG410@-SIEBEL012,4c3gx,15616,SEBLG410@-SIEBEL012
8300,0,243000.0,155, ,AA,0,0,2.01906E+13,2.01906E+13,30,Ended OK,Run (2) ,190623,sebl5922_tfm_wf_prmoapprov.bat,SEBLJ5922c,SEBLG408@-SIEBEL014,4c3jf,10756,SEBLG408@-SIEBEL014
300,0,243000.0,4, ,AA,0,0,2.01906E+13,2.01906E+13,30,Ended OK,Run (2) ,190623,sebl5922_tfm_wf_prmoapprov.bat,SEBLJ5922u,SEBLG409@-SIEBEL018,4c3uk,14160,SEBLG409@-SIEBEL018
772300,0,60000.0,20826, ,AA,0,0,2.01906E+13,2.01906E+13,600,Ended OK,Run (2) ,190623,sebl5923_rev_promo_notifi.bat,SEBLJ5923a,SEBLG407@-SIEBEL016,4c468,3144,SEBLG407@-SIEBEL016
9400,0,180000.0,119, ,AA,0,0,2.01906E+13,2.01906E+13,1800,Ended OK,Run (2) ,190623,sebl5923_rev_promo_notifi.bat,SEBLJ5923b,SEBLG410@-SIEBEL012,4c3gy,15956,SEBLG410@-SIEBEL012
0,0,130000.0,15946, ,AA,0,0, ,2.01906E+13,1300,Executing,Run (2) ,190623,sebl5923_rev_promo_notifi.bat,SEBLJ5923c,SEBLG408@-SIEBEL014,4c3jg,11024,SEBLG408@-SIEBEL014
300,0,130000.0,4, ,AA,0,0,2.01906E+13,2.01906E+13,1300,Ended OK,Run (2) ,190623,sebl5923_rev_promo_notifi.bat,SEBLJ5923u,SEBLG409@-SIEBEL018,4c3ul,13136,SEBLG409@-SIEBEL018
98,0,50000.0,1, ,AA,1,0,2.01908E+12,7.77776E+13,500,Wait Condition,Run (1230) ,190623,sebl6205_tfm_real_time.sh,SEBLJ6205a,SEBLG407@SDHN5569,4c42a,8544,SEBLG407@SDHN5569
77,0,50000.0,1, ,AA,1,0,2.01906E+13,2.01906E+13,500,MJ_Completed,Run (1230) ,190623,sebl6205_tfm_real_time.sh,SEBLJ6205b,SEBLG410@SDHN5569,4c3qn,8489,SEBLG410@SDHN5569
