CTRLM_TABLE_NAME,JOB_NAME,SCRIPT_NAME,DESCRIPTION,CRITICAL_LONG_RUN_JOBS_FLAG,THRESHOLD_RUN_TIME,CRITICAL_NOT_STARTED_JOBS_FLAG,FROM_TIME,THRESHOLD_START_TIME,EXCLUDE_JOBS_FLAG,FAIL_FLAG,TEAM_NAME,SNOW_WORK_GROUP,MIR3_WORK_GROUP,REGION,APPLICATION,JOB_TYPE
SEBLG410@ADLN5755,SEBLJ5769b,sebl5769_tsp_snapshot.sh,Optima TSP Snapshot Unix Job,Y,40,N,1800,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ7000u,sebl7000_auto_trace_error.sh,Auto Trace Error Unix Job,N,60,N,0500,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ7707b,sebl7707_auto_archive.sh,Auto Archival/Disk Space Reduction Unix Job,N,60,N,0930,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ93bx,sebl93_dqdaily_eod.sh,DQ Daily EOD Unix Job,Y,80,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ6205b,sebl6205_tfm_real_time.sh,Real Time Unix Job,N,60,N,0500,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ6206c,sebl6206_tfm_table_reorg.sh,Table Reorg Unix Job,Y,40,N,1800,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ6206d,sebl6206_tfm_table_reorg.sh,Table Reorg Unix Job,Y,80,N,1400,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ6250c,sebl6250_tfm_clean_arch_tab.sh,Clean Archive Table Unix Job,Y,100,N,1000,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ5191b,sebl5191_dqdaily_bus_close.sh,DQT Daily Unix Job,N,60,N,2100,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ5192b,sebl5192_dqdaily_ax_start.sh,DQT Daily Ax Unix Job,N,60,N,0200,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ5194b,sebl5194_dqweekly_eod.sh,DQT Weekly EOD Unix Job,Y,60,N,2300,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ5734b,sebl5734_optima_fund_rate.sh,Optima Fund Rate Unix Job,Y,40,N,0500,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ8000b,sebl8000_sode_val_LA.sh,LA SODE file Basic Validations,N,60,N,0600,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ8001b,sebl8001_sodeADW_load_LA.sh,LA SODE File load to ADW Table,N,60,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ8002b,sebl8002_results_LA.sh,LA SODE DQ Validations Results,N,60,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ3303d,sebl3303_dmat_master.sh,DMAT Master Unix Job,N,60,N,0429,,Y,N,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG410@ADLN5755,SEBLJ2022ba,sebl2022_weekdays_stats.sh,Weekdays Gather Stats Unix Job,N,60,N,0200,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,Linux
SEBLG409@SIEBEL118,SEBLJ5727v,sebl5727_tfm_upload_compl.bat,Optima Compliance Upload NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5739u,sebl5739_tfm_spk_pack_upd.bat,Optima Special Pack SID NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001ba,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Hierarchy NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bb,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Attributes NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bc,sebl2001_imp_opt_anaplan.bat,Anaplan Product Hierarchy NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bd,sebl2001_imp_opt_anaplan.bat,Anaplan Product Attributes NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bj,sebl2001_imp_opt_anaplan.bat,Anaplan Promo Volume NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001be,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Details NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bg,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Adjustment Transfers NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bh,sebl2001_imp_opt_anaplan.bat,Anaplan Sufficiency Report NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bi,sebl2001_imp_opt_anaplan.bat,Anaplan Promotion SID NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG411@SIEBEL119,SEBLJ2001bk,sebl2001_imp_opt_anaplan.bat,Anaplan Optima Actual Payments NT Job,Y,40,N,,,N,Y,Anaplan - All region,Anaplan workgroup,WETX,WE,Tx,NT
SEBLG409@ADLN5755,SEBLJ5759f,sebl5759_ship_tsp.sh,Optima TSP Shipment Unix Job,Y,90,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5760d,sebl5760_tsp_mass_upd.sh,Optima TSP Mass upload Unix Job,Y,40,N,0400,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5761f,sebl5761_sdc_tsp_error.sh,Optima SDC Error Report Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5762d,sebl5762_tsp_error.sh,Optima TSP Error Report Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5762f,sebl5762_tsp_error.sh,Optima TSP Error Report Unix Job,Y,40,N,2200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5763d,sebl5763_tsp_complete_agg.sh,Optima TSP Complete Aggregation Unix Job,Y,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5764u,sebl5764_tfm_autogtin.sh,Optima Auto Add GTIN Unix Job,Y,60,Y,,2030,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5769u,sebl5769_tsp_snapshot.sh,Optima TSP Snapshot Unix Job,Y,40,N,1130,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ57ux,sebl57_optima_basevolume.sh,Optima Base Volume Unix Job,Y,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ57ux,sebl57_optima_basevolume.sh,Optima Base Volume Unix Job,Y,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ93ux,sebl93_dqdaily_eod.sh,DQ Daily EOD Unix Job,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ7707u,sebl7707_auto_archive.sh,Auto Archival/Disk Space Reduction Unix Job,N,60,N,0530,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ6205u,sebl6205_tfm_real_time.sh,Real Time Unix Job,N,60,N,0500,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ6206u,sebl6206_tfm_table_reorg.sh,Table Reorg Unix Job,Y,40,N,1400,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ6206v,sebl6206_tfm_table_reorg.sh,Table Reorg Unix Job,Y,170,N,1800,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ6250u,sebl6250_tfm_clean_arch_tab.sh,Clean Archive Table Unix Job,Y,130,N,2300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5191u,sebl5191_dqdaily_bus_close.sh,DQT Daily Unix Job,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5192u,sebl5192_dqdaily_ax_start.sh,DQT Daily Ax Unix Job,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5194u,sebl5194_dqweekly_eod.sh,DQT Weekly EOD Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5194v,sebl5194_dqweekly_eod.sh,DQT Weekly EOD Unix Job,Y,40,N,2000,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5997u,sebl5997_sode.sh,Lode SODE Shipment file to ADW Table,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5998u,sebl5998_sode.sh,Lode SODE Shipment file to CDW Table,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5999u,sebl5999_sode_val.sh,SODE DQ Validations,N,60,N,0600,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ3303u,sebl3303_dmat_master.sh,DMAT Master Unix Job,N,60,N,0427,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020ua,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,0900,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020ub,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,0900,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2021ua,sebl2021_weekly_stats.sh,Weekly Gather Stats Unix Job,N,60,N,1700,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020uc,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020ud,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020ue,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020uf,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020ug,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020uh,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020ui,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2021ub,sebl2021_weekly_stats.sh,Weekly Gather Stats Unix Job,N,60,N,2200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2021uc,sebl2021_weekly_stats.sh,Weekly Gather Stats Unix Job,N,60,N,2200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020uj,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1500,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2020uk,sebl2020_daily_stats.sh,Daily Gather Stats Unix Job,N,60,N,1700,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5004u,sebl5004_dmy_gtin_del.sh,Del Delete dummy GTIN Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2024u,sebl2024_anapln_accprd_sync.sh,Anaplan Account-Product Unix Job,Y,45,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2024uf,sebl2024_anapln_accprd_sync.sh,Anaplan Account-Product Unix Job,Y,250,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2026ux,sebl2026_anaplan_fund_sync.sh,Anaplan Funds Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2026uxf,sebl2026_anaplan_fund_sync.sh,Anaplan Funds Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ3505u,sebl3505_anaplan_pay_ext.sh,Anaplan Promotion Payment Extract Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ3505uf,sebl3505_anaplan_pay_ext.sh,Anaplan Promotion Payment Extract Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ3507u,sebl3507_anaplan_sid_ext.sh,Anaplan Promotion Sid Extract Unix Job,Y,100,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5000ux,sebl5000_ana_rvc_sum_cu.sh,Anaplan Promotion RVC Extract Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5000uxf,sebl5000_ana_rvc_sum_cu.sh,Anaplan Promotion RVC Extract Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5001ux,sebl5001_ana_suff_report.sh,Anaplan Sufficiency Report Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5002ux,sebl5002_ana_ship_sum_cu.sh,Anaplan Promotion Volume Extract Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5006u,sebl5006_anapln_mass_upld.sh,Anaplan Mass Product Plan and Vol Upload Unix Job,Y,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5007u,sebl5007_anapln_sku_upld.sh,Anaplan New SKU Plan  Upload Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5722u,sebl5722_optima_cust_acq.sh,Optima Customer Acquire Unix Job,Y,50,Y,,0310,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5724u,sebl5724_optima_revar_cost.sh,Optima RVC Unix Job,Y,40,Y,,2140,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5726u,sebl5726_optima_compl_upd.sh,Optima Compliance Upload Unix Job,Y,40,N,1100,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5726v,sebl5726_optima_compl_upd.sh,Optima Compliance Upload Unix Job,Y,40,N,1230,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5728u,sebl5728_optima_plan_upd.sh,Optima Plan Upload Unix Job,Y,40,N,1300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5732u,sebl5732_optima_yr_endupd.sh,Optima Year End Accrual Upload Unix Job,Y,40,N,1130,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5732v,sebl5732_optima_yr_endupd.sh,Optima Year End Accrual Upload Unix Job,Y,40,N,1300,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5734u,sebl5734_optima_fund_rate.sh,Optima Fund Rate Unix Job,Y,40,N,0200,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5734v,sebl5734_optima_fund_rate.sh,Optima Fund Rate Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5736u,sebl5736_optima_reb_agree.sh,Optima Rebate Agreement Unix Job,Y,40,N,1630,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5738u,sebl5738_optima_spk_sid.sh,Optima Special Pack SID Unix Job,Y,40,N,1630,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5744u,sebl5744_optima_del_bsplit.sh,Optima Brandsplit Delete Unix Job,Y,40,N,1800,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5746u,sebl5746_optima_prd_denorm.sh,Optima Prod Denorm Unix Job,Y,50,Y,,1510,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5759e,sebl5759_ship_tsp.sh,Optima TSP Shipment Unix Job,Y,75,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5008u,sebl5008_ana_ship_volume.sh,Anaplan Shipment Vol extract Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5009u,sebl5009_ana_promo_error.sh,Anaplan Promo Error Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5010ua,sebl5010_ana_ship_tot.sh,Anaplan Total Shipment Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5127ue,sebl5127_optima_offinv_scl.sh,Optima On Invoice Scalable Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5129ue,sebl5129_optima_offscl_ext.sh,Optima On Invoice Scalable Extract Unix Job,Y,40,N,0435,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5751ue,sebl5751_optima_rev_oi_scl.sh,Optima On Invoice Reverse Scalable Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5751uf,sebl5751_optima_rev_oi_scl.sh,Optima On Invoice Reverse Scalable Unix Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ5100wz,sebl5100_optima_sid_io.sh,Optima SID-IO Unix Job,Y,40,N,0100,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG409@ADLN5755,SEBLJ2005bd,sebl2005_s_cx_daily_stats.sh,Daily Stats NT Job,N,60,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,Linux
SEBLG407@SIEBEL116,SEBLJ5104a,sebl5104_tfm_act_pay_imp.bat,Optima Upload Actuals NT Job,Y,40,Y,,1315,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5104b,sebl5104_tfm_act_pay_imp.bat,Optima Upload Actuals NT Job,Y,40,Y,,1345,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5106a,sebl5106_tfm_act_hdr_upd.bat,Optima Actuals Payment Header NT Job,Y,40,Y,,1330,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5106b,sebl5106_tfm_act_hdr_upd.bat,Optima Actuals Payment Header NT Job,Y,40,Y,,1345,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5108a,sebl5108_tfm_csi_stat_upd.bat,Optima Customer Invoice NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5108b,sebl5108_tfm_csi_stat_upd.bat,Optima Customer Invoice NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5110a,sebl5110_tfm_ded_upd.bat,Optima Deductions NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5110b,sebl5110_tfm_ded_upd.bat,Optima Deductions NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5112a,sebl5112_tfm_off_inv_upd.bat,Optima Offinvoice Update NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5112b,sebl5112_tfm_off_inv_upd.bat,Optima Offinvoice Update NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5114a,sebl5114_tfm_ap_payments.bat,Optima Vendor Invoice NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5122a,sebl5122_tfm_postoi_upd.bat,Optima Post OI NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5122b,sebl5122_tfm_postoi_upd.bat,Optima Post OI NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
SEBLG407@SIEBEL116,SEBLJ5128a,sebl5128_tfm_sca_off_inv.bat,Optima On Invoice Scalable NT Job,Y,40,N,,,N,Y,Optima ASIA ,HPE_CDS_TFM_Optima_TX_L2,APTX,AP,Tx,NT
