CTRLM_TABLE_NAME,JOB_NAME,SCRIPT_NAME,DESCRIPTION,CRITICAL_LONG_RUN_JOBS_FLAG,THRESHOLD_RUN_TIME,CRITICAL_NOT_STARTED_JOBS_FLAG,FROM_TIME,THRESHOLD_START_TIME,EXCLUDE_JOBS_FLAG,FAIL_FLAG,TEAM_NAME,SNOW_WORK_GROUP,MIR3_WORK_GROUP,REGION,APPLICATION,JOB_TYPE
SEBLG408@ADLN5755,SEBLJ5728c,sebl5728_optima_plan_upd.sh,Optima Plan Upload Unix Job,Y,40,N,1300,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5734c,sebl5734_optima_fund_rate.sh,Optima Fund Rate Unix Job,Y,40,N,0200,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5744c,sebl5744_optima_del_bsplit.sh,Optima Brandsplit Delete Unix Job,Y,40,N,1800,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5746c,sebl5746_optima_prd_denorm.sh,Optima Prod Denorm Unix Job,Y,50,Y,,1530,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5748b,sebl5748_optima_bd_trans.sh,Optima Budget Transfer Unix Job,Y,40,N,2030,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5751e,sebl5751_optima_rev_oi_scl.sh,Optima On Invoice Reverse Scalable Unix Job,Y,40,N,1600,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5751f,sebl5751_optima_rev_oi_scl.sh,Optima On Invoice Reverse Scalable Unix Job,Y,40,N,1600,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5759d,sebl5759_ship_tsp.sh,Optima TSP Shipment Unix Job,Y,100,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5759e,sebl5759_ship_tsp.sh,Optima TSP Shipment Unix Job,Y,90,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5760c,sebl5760_tsp_mass_upd.sh,Optima TSP Mass upload Unix Job,Y,40,N,0400,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5761e,sebl5761_sdc_tsp_error.sh,Optima SDC Error Report Unix Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5762c,sebl5762_tsp_error.sh,Optima TSP Error Report Unix Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5762e,sebl5762_tsp_error.sh,Optima TSP Error Report Unix Job,Y,40,N,2200,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5763c,sebl5763_tsp_complete_agg.sh,Optima TSP Complete Aggregation Unix Job,Y,130,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5764c,sebl5764_tfm_autogtin.sh,Optima Auto Add GTIN Unix Job,Y,110,Y,,1530,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5769c,sebl5769_tsp_snapshot.sh,Optima TSP Snapshot Unix Job,Y,70,N,1200,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ57cx,sebl57_optima_basevolume.sh,Optima Base Volume Unix Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ57cx,sebl57_optima_basevolume.sh,Optima Base Volume Unix Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ93cx,sebl93_dqdaily_eod.sh,DQ Daily EOD Unix Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ6250c,sebl6250_tfm_clean_arch_tab.sh,Clean Archive Table Unix Job,Y,100,N,0500,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ6205c,sebl6205_tfm_real_time.sh,Real Time Unix Job,N,60,N,0500,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5191c,sebl5191_dqdaily_bus_close.sh,DQT Daily Unix Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5192c,sebl5192_dqdaily_ax_start.sh,DQT Daily Ax Unix Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5194c,sebl5194_dqweekly_eod.sh,DQT Weekly EOD Unix Job,Y,100,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ5194d,sebl5194_dqweekly_eod.sh,DQT Weekly EOD Unix Job,Y,60,N,1800,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ3303c,sebl3303_dmat_master.sh,DMAT Master Unix Job,N,60,N,0425,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ8003j,sebl8003_sode_val_CE.sh,CEEMEA SODE file Basic Validations,N,60,N,0600,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@ADLN5755,SEBLJ8004j,sebl8004_sodeADW_load_CE.sh,CEEMEA SODE File load to ADW Table,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,Linux
SEBLG408@-SIEBEL114,SEBLJ5922c,sebl5922_tfm_wf_prmoapprov.bat,Promotion Approval to Owner Email Workflow,Y,40,N,0030,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ5923c,sebl5923_rev_promo_notifi.bat,Reverse Promotion Notification E-mail Workflow,N,60,N,1300,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001ba,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Hierarchy NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bb,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Attributes NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bc,sebl2001_imp_opt_anaplan.bat,Anaplan Product Hierarchy NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bd,sebl2001_imp_opt_anaplan.bat,Anaplan Product Attributes NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bj,sebl2001_imp_opt_anaplan.bat,Anaplan Promo Volume NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001be,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Details NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bg,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Adjustment Transfers NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bh,sebl2001_imp_opt_anaplan.bat,Anaplan Sufficiency Report NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bi,sebl2001_imp_opt_anaplan.bat,Anaplan Promotion SID NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bk,sebl2001_imp_opt_anaplan.bat,Anaplan Optima Actual Payments NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bl,sebl2001_imp_opt_anaplan.bat,Anaplan RVC NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bm,sebl2001_imp_opt_anaplan.bat,Anaplan Shipment Volume NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bn,sebl2001_imp_opt_anaplan.bat,Anaplan Sysdate NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bp,sebl2001_imp_opt_anaplan.bat,Anaplan Promo Error Report NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2002bi,sebl2002_imp_hub_anaplan.bat,Anaplan Anaplan Hub to Satellite NB Jhb,Y,60,N,0130,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2015ba,sebl2015_tfm_wf_ana_rcsv.bat,Anaplan to Optima Workflow,Y,40,N,,,Y,N,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2016b,sebl2016_tfmwfana_rtsvol.bat,Anaplan TSP Staging Data NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2018b,sebl2018_Promo_Acc_Del.bat,Anaplan Deletion into Import Hub NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2019b,sebl2019_imp_hub_anaplan.bat,Anaplan Import Hub NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2220b,sebl2220_handshake.bat,Anaplan Handshake NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2005bb,sebl2005_exp_anaplan_opt.bat,Anaplan Export Download NT Job,Y,40,N,1400,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2005bc,sebl2005_exp_anaplan_opt.bat,Anaplan SVP NT Job,Y,40,N,1530,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ1011b,sebl1011_export_user.bat,Anaplan Users Export NT Job,N,60,N,0430,,Y,N,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2017b,sebl2017_ana_usr_security.bat,Anaplan Users Security NT Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001ob,sebl2001_imp_opt_anaplan.bat,Anaplan Users import NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ1012b,sebl1012_import_user_sat.bat,Anaplan Users Satellite Import NT Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ1013b,sebl1013_snapshot_user.bat,Anaplan Users Snapshot NT Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ1014b,sebl1014_user_access.bat,Anaplan Users Access NT Job,N,60,N,1900,,Y,N,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2003ba,sebl2003_ana_ffm_lock.bat,Anaplan FFM Lock SA NT Job,N,60,N,,,Y,N,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001baf,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Hierarchy NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bbf,sebl2001_imp_opt_anaplan.bat,Anaplan Customer Attributes NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bcf,sebl2001_imp_opt_anaplan.bat,Anaplan Product Hierarchy NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bdf,sebl2001_imp_opt_anaplan.bat,Anaplan Product Attributes NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bef,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Details NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bfz,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Products NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bff,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Products NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bgf,sebl2001_imp_opt_anaplan.bat,Anaplan Fund Adjustment Transfers NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001bkf,sebl2001_imp_opt_anaplan.bat,Anaplan Optima Actual Payments NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2001blf,sebl2001_imp_opt_anaplan.bat,Anaplan RVC NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2221b,sebl2221_Act_Accept_Del.bat,Anaplan Activity Accepeted Delete NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2222bz,sebl2222_snapshot.bat,Anaplan Snapshot NT Job,Y,40,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG408@-SIEBEL114,SEBLJ2004b,sebl2004_suff_hubtosat.bat,Anaplan Sufficiency Satellite NT Job,N,60,N,,,N,Y,Optima CEEMEA ,HPE_CDS_TFM_Optima_TX_L2,CETX,CE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5104u,sebl5104_tfm_act_pay_imp.bat,Optima Upload Actuals NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5106u,sebl5106_tfm_act_hdr_upd.bat,Optima Actuals Payment Header NT Job,Y,40,Y,,2000,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5108u,sebl5108_tfm_csi_stat_upd.bat,Optima Customer Invoice NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5114u,sebl5114_tfm_ap_payments.bat,Optima Vendor Invoice NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5122u,sebl5122_tfm_postoi_upd.bat,Optima Post OI NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5138u,sebl5138_tfm_treasury_upd.bat,Optima Treasury NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5304u,sebl5304_tfm_shp_init_upd.bat,Optima Shipment FunGenload NT Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5304v,sebl5304_tfm_shp_init_upd.bat,Optima Shipment FunGenload NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5304w,sebl5304_tfm_shp_init_upd.bat,Optima Shipment FunGenload NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5306u,sebl5306_tfm_shp_fund_imp.bat,Optima Shipment FunGenCalc NT Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5306v,sebl5306_tfm_shp_fund_imp.bat,Optima Shipment FunGenCalc NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5306w,sebl5306_tfm_shp_fund_imp.bat,Optima Shipment FunGenCalc NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5308u,sebl5308_tfm_shp_fund_upd.bat,Optima Shipment FunGenUpdate NT Job,Y,50,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5308v,sebl5308_tfm_shp_fund_upd.bat,Optima Shipment FunGenUpdate NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5308w,sebl5308_tfm_shp_fund_upd.bat,Optima Shipment FunGenUpdate NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5318u,sebl5318_tfm_chld_upd.bat,Optima Shipment Child Accrual Update NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5318v,sebl5318_tfm_chld_upd.bat,Optima Shipment Child Accrual Update NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5318w,sebl5318_tfm_chld_upd.bat,Optima Shipment Child Accrual Update NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5318y,sebl5318_tfm_chld_upd.bat,Optima Shipment Child Accrual Update NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5320u,sebl5320_tfm_ci_index_upd.bat,Optima Shipment CI Index NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5322u,sebl5322_tfm_mpa_upd.bat,Optima Shipment MPA NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5322v,sebl5322_tfm_mpa_upd.bat,Optima Shipment MPA NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5322w,sebl5322_tfm_mpa_upd.bat,Optima Shipment MPA NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5324u,sebl5324_tfm_fnd_frcst.bat,Optima Shipment Fund Forecast NT Job,Y,46,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5324v,sebl5324_tfm_fnd_frcst.bat,Optima Shipment Fund Forecast NT Job,Y,40,N,,,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5328u,sebl5328_tfm_fund_transfer.bat,Optima Fund Transfer NT Job,Y,40,N,,2100,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG409@SIEBEL118,SEBLJ5330u,sebl5330_tfm_fund_adjust.bat,Optima Fund Adjustment NT Job,Y,40,Y,,1915,N,Y,Optima WE ,HPE_CDS_TFM_Optima_TX_L2,WETX,WE,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5328e,sebl5328_tfm_fund_transfer.bat,Optima Fund Transfer NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5330b,sebl5330_tfm_fund_adjust.bat,Optima Fund Adjustment NT Job,Y,40,N,,0115,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5335b,sebl5335_tfm_acc_team.bat,Optima Account Team NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5505b,sebl5505_tfm_merged_sdcprd.bat,Optima SDC Products NT Job,Y,40,N,,2359,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5507b,sebl5507_tfm_merged_sdc.bat,Optima SDC Accounts NT Job,Y,60,N,,0025,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5705b,sebl5705_tfm_nsu_mt_imp.bat,Optima Nos_MT NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5707b,sebl5707_tfm_pri_imp.bat,Optima Pricelist NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5713b,sebl5713_tfm_altbdf_upload.bat,Optima AltBDF Upload NT Job,Y,60,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5715b,sebl5715_tfm_niv_su_upload.bat,Optima NIV/SU NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5717b,sebl5717_tfm_tt_pec_upload.bat,Optima TT Perc NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5727b,sebl5727_tfm_upload_compl.bat,Optima Compliance Upload NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5729b,sebl5729_tfm_pln_prd_upd.bat,Optima Plan Upload NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5731b,sebl5731_tfm_alt_bdf_pop.bat,Optima Alt BDF Popupd NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
SEBLG410@-SIEBEL112,SEBLJ5733b,sebl5733_optima_year_end.bat,Optima Year End Accrual Upload NT Job,Y,40,N,,,N,Y,Optima LA,HPE_CDS_TFM_Optima_TX_L2,LATX,LA,Tx,NT
